cod-estabel;tipo-frete;regional;cod-zona;nome-abrev;nr-pedcli;nr-pedrep;situacao;cod-emitente;nome-emit;nome-matriz;cod-emitente-tri;nome-emit-tri;nome-abrev-tri;dt-implant;dt-entrega;cidade;uf;peso;volumes;paletes;nr-simul;dt-fatur;dt-agendamento;porcentagem-in-full;agendado;cdd-embarq;Cliente-de-Agendamento;peso-emb;volumes-emb;paletes-emb;observacao;volumes-pedido;nr-nota-fis;qt-cancelada;situacao-credito;cod-rep;nome-rep;cod-veiculo;desc-veiculo;dt-apr-cred;data-simul;dt-criacao-prog;dt-embarque;dt-daturamento;agenda-solicitada;data-agenda-solicitada;mês-ped;mês-fat;chave;status-agend;status-transpo;infull;canal;tipo-veiculo;destino;gt;gc;lt-cred;lt-form;lt-prog;lt-total;lt-fat-ent;houve_reprog?;smn-fat;status
101;CIF;REGIONAL PE2;101-03;COM. BARBOSA;1830/1179;;Aberto;483793;COMERCIAL BARBOSA DE ALIMENTOS E VARIEDADES LTDA;C. DE ALIM;0;;;13/06/2024;13/06/2024;Paulista;PE;6597,5;500;7,142857143;924314;03/07/2024;04/07/2024;100;no;?;no;0;0;0;;500;?;0;Aprovado;183;RUDENIO;110;Truck Baú (13,5t);13/06/2024;21/06/2024;23/06/2024;?;?;no;?;6;7;1830/1179924314;;;100%;VAREJO;TRUCK;Cliente;EDIWINA GALVAO;DAYANNE M;0;8;2;21;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-02;COM DE PRODU;1830/1180;;Aberto;479321;COMERCIAL DE PRODUTOS ALIMENTICIOS NOVO CARMELO LTDA;J F C FONSEC;0;;;13/06/2024;13/06/2024;Camaragibe;PE;2639;200;2,857142857;923393;27/06/2024;28/06/2024;100;no;593252;no;2639;200;2,857142857;;200;?;0;Aprovado;183;RUDENIO;103;3/4 (3,5 ton);13/06/2024;17/06/2024;17/06/2024;26/06/2024;?;no;?;6;6;1830/1180923393;;Pendente;100%;VAREJO;3/4;Cliente;EDIWINA GALVAO;DAYANNE M;0;4;0;15;1;no;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;1482,95;143;2,534615385;923317;28/06/2024;29/07/2024;13,39;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;26/06/2024;?;?;no;?;6;6;0000/8392923317;;;13%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;12;46;31;no;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;124,2;12;0,222222222;923324;04/07/2024;05/07/2024;1,12;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;25/06/2024;?;?;no;?;6;7;0000/8392923324;;;1%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;11;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;3618,8;320;6;923328;04/07/2024;05/07/2024;29,96;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;20/06/2024;?;?;no;?;6;7;0000/8392923328;;;30%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;6;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;3433,3;298;4,798611111;923330;04/07/2024;05/07/2024;27,9;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;20/06/2024;?;?;no;?;6;7;0000/8392923330;;;28%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;6;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;1599,4;130;2,465811966;923354;04/07/2024;05/07/2024;12,17;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;25/06/2024;?;?;no;?;6;7;0000/8392923354;;;12%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;11;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;1929,05;145;2;923355;01/07/2024;02/07/2024;13,58;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;17/06/2024;?;?;no;?;6;7;0000/8392923355;;;14%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;3;19;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-97;N. ATACADO 8;0000/8392;1637199;Aberto;477422;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACADA;0;;;13/06/2024;13/06/2024;Moreno;PE;129,9725;20;0,185185185;923356;04/07/2024;05/07/2024;1,87;no;?;yes;0;0;0;;1068;?;0;Aprovado;29;PAULO SOBRAL;112;Carreta Baú (25t);13/06/2024;14/06/2024;25/06/2024;?;?;no;?;6;7;0000/8392923356;;;2%;CASH & CARRY REGIONAL;CARRETA;Cliente;EDIWINA GALVAO;DAYANNE M;0;1;11;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE4;101-48;OSMANO RODRI;0210/0691;;Aberto;466208;OSMANO RODRIGUES BENEDITO ME;OSMANO RODRI;0;;;13/06/2024;13/06/2024;Ipubi;PE;11,55;1;0,015151515;0;?;?;0;no;?;no;0;0;0;;148;;0;Aprovado;21;ANDRE;;;13/06/2024;?;?;?;?;no;?;6;0;0210/06910;;;1%;VAREJO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE4;101-48;OSMANO RODRI;0210/0691;;Aberto;466208;OSMANO RODRIGUES BENEDITO ME;OSMANO RODRI;0;;;13/06/2024;13/06/2024;Ipubi;PE;1586,692;147;1,824995257;923959;01/07/2024;02/07/2024;99,32;no;?;no;0;0;0;;148;?;0;Aprovado;21;ANDRE;116;Carreta Baú (25t);13/06/2024;19/06/2024;23/06/2024;?;?;no;?;6;7;0210/0691923959;;;99%;VAREJO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;6;4;19;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE4;101-45;JOAO FREIRE;0260/0588;;Aberto;6507;JOAO FREIRE DE SA SUPERMERCADOS LTDA;JOAO FREIRE;0;;;13/06/2024;13/06/2024;CABROBO;PE;80,288;12;0,123809524;0;?;?;0;no;?;no;0;0;0;;1469;;0;Aprovado;26;FLAVIO MAIA;;;13/06/2024;?;?;?;?;no;?;6;0;0260/05880;;;1%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE4;101-45;JOAO FREIRE;0260/0588;;Aberto;6507;JOAO FREIRE DE SA SUPERMERCADOS LTDA;JOAO FREIRE;0;;;13/06/2024;13/06/2024;CABROBO;PE;16559,021;1457;18,59612925;923936;02/07/2024;03/07/2024;99,18;no;?;no;0;0;0;;1469;?;0;Aprovado;26;FLAVIO MAIA;116;Carreta Baú (25t);13/06/2024;19/06/2024;23/06/2024;?;?;no;?;6;7;0260/0588923936;;;99%;ATACADO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;6;4;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE2;101-04;C. SANTO ALE;0320/1037;;Aberto;476674;COMERCIAL DE ALIMENTOS SANTO ALEIXO LTDA;C. SANTO ALE;0;;;13/06/2024;13/06/2024;Jaboatao dos Guararapes;PE;19,257;3;0,035714286;0;?;?;0;no;?;no;0;0;0;;69;;0;Aprovado;32;EDNALDO LIMA;;;13/06/2024;?;?;?;?;no;?;6;0;0320/10370;;;4%;VAREJO;;Cliente;EDIWINA GALVAO;DAYANNE M;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE2;101-04;C. SANTO ALE;0320/1037;;Aberto;476674;COMERCIAL DE ALIMENTOS SANTO ALEIXO LTDA;C. SANTO ALE;0;;;13/06/2024;13/06/2024;Jaboatao dos Guararapes;PE;370,12;66;0,438938011;923469;03/07/2024;04/07/2024;95,65;no;?;no;0;0;0;;69;?;0;Aprovado;32;EDNALDO LIMA;106;TOCO (8,5 TON);13/06/2024;17/06/2024;25/06/2024;?;?;no;?;6;7;0320/1037923469;;Pendente;96%;VAREJO;TOCO;Cliente;EDIWINA GALVAO;DAYANNE M;0;4;8;21;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE4;101-44;MARIA J MORA;1370/0493;;Aberto;2009;MARIA JOSE MORAES B BARBOSA ME;MARIA J MORA;0;;;13/06/2024;13/06/2024;INGAZEIRA;PE;1439,0655;132;1,662992686;923937;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;132;?;0;Aprovado;137;ERINALDO;116;Carreta Baú (25t);13/06/2024;19/06/2024;23/06/2024;?;?;no;?;6;7;1370/0493923937;;;100%;VAREJO;CARRETA;Cliente;FABIANO JOSÉ;DAYANNE M;0;6;4;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;PON. & S. 02;3370/0015;;Aberto;487643;PONTES & SOARES SUPERMERCADOS LTDA;PON. & S. 02;0;;;13/06/2024;13/06/2024;Cuite;PB;391,25;5;0,432900433;0;?;?;0;no;?;no;0;0;0;;378;;25;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00150;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;PON. & S. 02;3370/0015;;Aberto;487643;PONTES & SOARES SUPERMERCADOS LTDA;PON. & S. 02;0;;;13/06/2024;13/06/2024;Cuite;PB;4032,2895;348;4,795386825;923358;02/07/2024;03/07/2024;92,06;no;?;no;0;0;0;;378;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;14/06/2024;23/06/2024;?;?;no;?;6;7;3370/0015923358;;;92%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;1;9;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;COS. & S. 02;3370/0016;;Aberto;487641;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Damiao;PB;223,2;2;0,244588745;0;?;?;0;no;?;no;0;0;0;;179;;15;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00160;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;COS. & S. 02;3370/0016;;Aberto;487641;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Damiao;PB;1902,77;162;2,240504999;923358;02/07/2024;03/07/2024;90,5;no;?;no;0;0;0;;179;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;14/06/2024;23/06/2024;?;?;no;?;6;7;3370/0016923358;;;91%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;1;9;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;COS. & S. 01;3370/0017;;Aberto;487642;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Barra de Santa Rosa;PB;701,65;3;0,75974026;0;?;?;0;no;?;no;0;0;0;;547;;50;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00170;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;COS. & S. 01;3370/0017;;Aberto;487642;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Barra de Santa Rosa;PB;5892,4525;494;6,813715334;923358;02/07/2024;03/07/2024;90,31;no;?;no;0;0;0;;547;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;14/06/2024;23/06/2024;?;?;no;?;6;7;3370/0017923358;;;90%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;1;9;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;A & B ALIMEN;0250/0919;75472;Aberto;9907;A & B ALIMENTOS E BEBIDAS LTDA;A & B ALIMEN;0;;;13/06/2024;13/06/2024;RECIFE;PE;354,204;56;0,476190476;0;?;?;0;no;?;yes;0;0;0;;3071;;0;Aprovado;25;ADRIANA;;;13/06/2024;?;?;?;?;no;?;6;0;0250/09190;;;2%;ATACADO;;Cliente;FABIANO JOSÉ;DAYANNE M;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE1;101-97;A & B ALIMEN;0250/0919;75472;Aberto;9907;A & B ALIMENTOS E BEBIDAS LTDA;A & B ALIMEN;0;;;13/06/2024;13/06/2024;RECIFE;PE;12866,62;1139;14;923309;04/07/2024;05/07/2024;37,09;no;?;yes;0;0;0;;3071;?;0;Aprovado;25;ADRIANA;110;Truck Baú (13,5t);13/06/2024;14/06/2024;17/06/2024;?;?;no;?;6;7;0250/0919923309;;;37%;ATACADO;TRUCK;Cliente;FABIANO JOSÉ;DAYANNE M;0;1;3;22;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;A & B ALIMEN;0250/0919;75472;Aberto;9907;A & B ALIMENTOS E BEBIDAS LTDA;A & B ALIMEN;0;;;13/06/2024;13/06/2024;RECIFE;PE;8204,532;1876;10,91831902;923311;27/06/2024;28/06/2024;61,09;no;593257;yes;8204,532;1876;10,91831902;;3071;?;0;Aprovado;25;ADRIANA;106;TOCO (8,5 TON);13/06/2024;14/06/2024;25/06/2024;26/06/2024;?;no;?;6;6;0250/0919923311;;;61%;ATACADO;TOCO;Cliente;FABIANO JOSÉ;DAYANNE M;0;1;11;15;1;no;S4-JUN;PROGRAMADO
101;CIF;REGIONAL PE1;101-97;KARNE K 005;0250/0921;;Aberto;9091;KARNE KEIJO LOGISTICA INTEGRADA LTDA;KARNE K 001;0;;;13/06/2024;13/06/2024;Recife;PE;1118,62;100;1,333333333;924472;?;?;100;?;?;yes;0;0;0;;100;?;0;Aprovado;25;ADRIANA;110;Truck Baú (13,5t);13/06/2024;25/06/2024;?;?;?;?;?;6;0;0250/0921924472;;;100%;CASH & CARRY REGIONAL;TRUCK;Cliente;FABIANO JOSÉ;DAYANNE M;0;12;2;14;0;no;;PROGRAMAÇÃO CS
101;CIF;REGIONAL AL;101-17;SUPER GIRO D;1310/1051;;Aberto;1345;SUPER GIRO DIST DE ALIMENTOS LTDA;SUPER GIRO D;0;;;13/06/2024;13/06/2024;MACEIO;AL;2420,255;215;3,142566138;923242;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;215;?;0;Aprovado;131;JACKSON;110;Truck Baú (13,5t);13/06/2024;14/06/2024;18/06/2024;?;?;no;?;6;7;1310/1051923242;;Pendente;100%;VAREJO;TRUCK;Cliente;ANDERSON TEODORO;DAVISON;0;1;4;20;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL AL;101-17;SUPER GIRO D;1310/1052;;Aberto;1345;SUPER GIRO DIST DE ALIMENTOS LTDA;SUPER GIRO D;0;;;13/06/2024;13/06/2024;MACEIO;AL;6,419;1;0,011904762;0;?;?;0;no;?;no;0;0;0;;126;;0;Aprovado;131;JACKSON;;;13/06/2024;?;?;?;?;no;?;6;0;1310/10520;;;1%;VAREJO;;Cliente;ANDERSON TEODORO;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL AL;101-17;SUPER GIRO D;1310/1052;;Aberto;1345;SUPER GIRO DIST DE ALIMENTOS LTDA;SUPER GIRO D;0;;;13/06/2024;13/06/2024;MACEIO;AL;1111,094;125;1,430957992;923242;02/07/2024;03/07/2024;99,21;no;?;no;0;0;0;;126;?;0;Aprovado;131;JACKSON;110;Truck Baú (13,5t);13/06/2024;14/06/2024;18/06/2024;?;?;no;?;6;7;1310/1052923242;;Pendente;99%;VAREJO;TRUCK;Cliente;ANDERSON TEODORO;DAVISON;0;1;4;20;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL AL;101-17;DIST. DE ALI;1310/1053;;Aberto;463256;DISTRIBUIDORA DE ALIMENTOS MIX BOM LTDA - EPP;DIST. DE ALI;0;;;13/06/2024;13/06/2024;Marechal Deodoro;AL;617,924;71;0,813587939;923242;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;71;?;0;Aprovado;131;JACKSON;110;Truck Baú (13,5t);13/06/2024;14/06/2024;18/06/2024;?;?;no;?;6;7;1310/1053923242;;Pendente;100%;VAREJO;TRUCK;Cliente;ANDERSON TEODORO;DAVISON;0;1;4;20;1;yes;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;FERNANDO PON;3370/0018;;Aberto;487640;FERNANDO PONTES DA SILVA;FERNANDO PON;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;289,9;2;0,316017316;0;?;?;0;no;?;no;0;0;0;;194;;20;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00180;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;FERNANDO PON;3370/0018;;Aberto;487640;FERNANDO PONTES DA SILVA;FERNANDO PON;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;2003,789;172;2,293947154;923233;02/07/2024;03/07/2024;88,66;no;?;no;0;0;0;;194;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0018923233;;;89%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;PONTES & SOA;3370/0019;;Aberto;487634;PONTES & SOARES SUPERMERCADOS LTDA;PONTES & SOA;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;724,75;5;0,79004329;0;?;?;0;no;?;no;0;0;0;;553;;50;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00190;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;PONTES & SOA;3370/0019;;Aberto;487634;PONTES & SOARES SUPERMERCADOS LTDA;PONTES & SOA;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;5624,3605;498;6,677859391;923233;02/07/2024;03/07/2024;90,05;no;?;no;0;0;0;;553;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0019923233;;;90%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;JANAINA ALVE;3370/0020;;Aberto;487639;JANAINA ALVES DE SOUZA SILVA;JANAINA ALVE;0;;;13/06/2024;13/06/2024;Cuite;PB;1449,5;10;1,58008658;0;?;?;0;no;?;no;0;0;0;;1106;;100;Aprovado;337;EWERTON CA;;;13/06/2024;?;?;?;?;no;?;6;0;3370/00200;;;1%;VAREJO;;Cliente;CICLEUSA REGINA;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PB;101-41;JANAINA ALVE;3370/0020;;Aberto;487639;JANAINA ALVES DE SOUZA SILVA;JANAINA ALVE;0;;;13/06/2024;13/06/2024;Cuite;PB;11596,8185;996;13,56235899;923233;02/07/2024;03/07/2024;90,05;no;?;no;0;0;0;;1106;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0020923233;;;90%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;JANAINA ALVE;3370/0021;;Aberto;487639;JANAINA ALVES DE SOUZA SILVA;JANAINA ALVE;0;;;13/06/2024;13/06/2024;Cuite;PB;1845,26;140;2;923233;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;140;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0021923233;;;100%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;PONTES & SOA;3370/0022;;Aberto;487634;PONTES & SOARES SUPERMERCADOS LTDA;PONTES & SOA;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;1713,39;132;1,901190476;923233;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;132;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0022923233;;;100%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;FERNANDO PON;3370/0023;;Aberto;487640;FERNANDO PONTES DA SILVA;FERNANDO PON;0;;;13/06/2024;13/06/2024;Nova Floresta;PB;1852,475;144;2,042857143;923233;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;144;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;13/06/2024;18/06/2024;?;?;no;?;6;7;3370/0023923233;;;100%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;0;5;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;COS. & S. 01;3370/0024;;Aberto;487642;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Barra de Santa Rosa;PB;2025,685;155;2,167857143;923358;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;155;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;14/06/2024;23/06/2024;?;?;no;?;6;7;3370/0024923358;;;100%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;1;9;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PB;101-41;COS. & S. 02;3370/0025;;Aberto;487641;COSTA & SOARES COMERCIO DE ALIMENTOS LTDA;COS. & S. 02;0;;;13/06/2024;13/06/2024;Damiao;PB;1981,848;155;2,137012987;923358;02/07/2024;03/07/2024;100;no;?;no;0;0;0;;155;?;0;Aprovado;337;EWERTON CA;116;Carreta Baú (25t);13/06/2024;14/06/2024;23/06/2024;?;?;no;?;6;7;3370/0025923358;;;100%;VAREJO;CARRETA;Cliente;CICLEUSA REGINA;DAVISON;0;1;9;20;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL RN2;101-18;J L PACHECO;0120/0451;;Aberto;480496;J L PACHECO COMERCIO VAREJISTA EIRELI;J L PACHECO;0;;;13/06/2024;13/06/2024;Natal;RN;19,496;3;0,027777778;0;?;?;0;no;?;no;0;0;0;;95;;0;Aprovado;12;ELIOFÁBIA;;;13/06/2024;?;?;?;?;no;?;6;0;0120/04510;;;3%;VAREJO;;Cliente;RIVELLY TAVARES;DAVISON;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL RN2;101-18;J L PACHECO;0120/0451;;Aberto;480496;J L PACHECO COMERCIO VAREJISTA EIRELI;J L PACHECO;0;;;13/06/2024;13/06/2024;Natal;RN;960,4645;92;1,115276975;924123;01/07/2024;02/07/2024;96,84;no;?;no;0;0;0;;95;?;0;Aprovado;12;ELIOFÁBIA;110;Truck Baú (13,5t);13/06/2024;20/06/2024;23/06/2024;?;?;no;?;6;7;0120/0451924123;;;97%;VAREJO;TRUCK;Cliente;RIVELLY TAVARES;DAVISON;0;7;3;19;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE3;101-10;CARLOS FERR.;0280/0785;;Aberto;470303;CARLOS HENRIQUE FERREIRA SILVA MERCADINHO ME;CARLOS FERR.;0;;;13/06/2024;13/06/2024;AGRESTINA;PE;6,419;1;0,011904762;0;?;?;0;no;?;no;0;0;0;;55;;0;Aprovado;28;RENATO M;;;13/06/2024;?;?;?;?;no;?;6;0;0280/07850;;;2%;ATACADO;;Cliente;HÉLIO JOSÉ;DAYANNE M;0;14;#VALOR!;14;0;no;;FORMAÇÃO DE CARGAS
101;CIF;REGIONAL PE3;101-10;CARLOS FERR.;0280/0785;;Aberto;470303;CARLOS HENRIQUE FERREIRA SILVA MERCADINHO ME;CARLOS FERR.;0;;;13/06/2024;13/06/2024;AGRESTINA;PE;382,706;54;0,452227957;923536;03/07/2024;04/07/2024;98,18;no;?;no;0;0;0;;55;?;0;Aprovado;28;RENATO M;110;Truck Baú (13,5t);13/06/2024;17/06/2024;17/06/2024;?;?;no;?;6;7;0280/0785923536;;Pendente;98%;ATACADO;TRUCK;Cliente;HÉLIO JOSÉ;DAYANNE M;0;4;0;21;1;no;S1-JUL;PROGRAMADO
101;CIF;REGIONAL PE3;101-97;FERNANDO BOR;1210/1082;;Aberto;7375;FERNANDO BORBA DE ARAUJO;FERNANDO BOR;0;;;13/06/2024;13/06/2024;VITORIA DE SANTO ANTAO;PE;610,67;97;0,665581988;923344;05/07/2024;08/07/2024;56,73;no;?;yes;0;0;0;;171;?;0;Aprovado;121;GEORGE;106;TOCO (8,5 TON);13/06/2024;14/06/2024;19/06/2024;?;?;no;?;6;7;1210/1082923344;;;57%;VAREJO;TOCO;Cliente;HÉLIO JOSÉ;DAYANNE M;0;1;5;25;3;yes;S1-JUL;PROGRAMADO
